SNB data portal,,,,
1990-04-18,7.6,6.672,6.507,6.442
1990-04-19,7.6,6.672,6.507,6.442
1990-04-20,7.6,6.672,6.507,6.442
1990-04-23,7.713,6.688,6.533,6.49
1990-04-24,7.713,6.688,6.533,6.49
1990-04-25,7.713,6.688,6.533,6.49
1990-04-26,7.713,6.688,6.533,6.49
1990-04-27,7.713,6.688,6.533,6.49
1990-04-30,7.831,6.745,6.629,6.619
1990-05-01,7.831,6.745,6.629,6.619
1990-05-02,7.831,6.745,6.629,6.619
1990-05-03,7.831,6.745,6.629,6.619
1990-05-04,7.831,6.745,6.629,6.619
1990-05-07,7.834,6.737,6.648,6.658
1990-05-08,7.834,6.737,6.648,6.658
1990-05-09,7.834,6.737,6.648,6.658
1990-05-10,7.834,6.737,6.648,6.658
1990-05-11,7.834,6.737,6.648,6.658
1990-05-14,7.409,6.661,6.532,6.474
1990-05-15,7.409,6.661,6.532,6.474
1990-05-16,7.409,6.661,6.532,6.474
1990-05-17,7.409,6.661,6.532,6.474
1990-05-18,7.409,6.661,6.532,6.474
1990-05-21,7.258,6.584,6.403,6.314
1990-05-22,7.258,6.584,6.403,6.314
1990-05-23,7.258,6.584,6.403,6.314
1990-05-24,7.258,6.584,6.403,6.314
1990-05-25,7.258,6.584,6.403,6.314
1990-05-28,7.306,6.44,6.323,6.286
1990-05-29,7.306,6.44,6.323,6.286
1990-05-30,7.306,6.44,6.323,6.286
1990-05-31,6.923,6.355,6.3,6.277
1990-06-01,6.923,6.355,6.3,6.277
1990-06-04,6.923,6.355,6.3,6.277
1990-06-05,6.901,6.381,6.29,6.246
1990-06-06,6.901,6.381,6.29,6.246
1990-06-07,6.901,6.381,6.29,6.246
1990-06-08,6.901,6.381,6.29,6.246
1990-06-11,7.059,6.313,6.322,6.293
1990-06-12,7.059,6.313,6.322,6.293
1990-06-13,7.059,6.313,6.322,6.293
1990-06-14,7.059,6.313,6.322,6.293
1990-06-15,7.059,6.313,6.322,6.293
1990-06-18,7.09,6.323,6.264,6.251
1990-06-19,7.09,6.323,6.264,6.251
1990-06-20,7.09,6.323,6.264,6.251
1990-06-21,7.09,6.323,6.264,6.251
1990-06-22,7.09,6.323,6.264,6.251
1990-06-25,7.166,6.241,6.166,6.159
1990-06-26,7.166,6.241,6.166,6.159
1990-06-27,7.166,6.241,6.166,6.159
1990-06-28,7.166,6.241,6.166,6.159
1990-06-29,6.988,6.246,6.147,6.105
1990-07-02,7.145,6.212,6.156,6.127
1990-07-03,7.145,6.212,6.156,6.127
1990-07-04,7.145,6.212,6.156,6.127
1990-07-05,7.145,6.212,6.156,6.127
1990-07-06,7.145,6.212,6.156,6.127
1990-07-09,6.99,6.212,6.094,6.045
1990-07-10,6.99,6.212,6.094,6.045
1990-07-11,6.99,6.212,6.094,6.045
1990-07-12,6.99,6.212,6.094,6.045
1990-07-13,6.99,6.212,6.094,6.045
1990-07-16,6.885,6.135,6.039,5.999
1990-07-17,6.885,6.135,6.039,5.999
1990-07-18,6.885,6.135,6.039,5.999
1990-07-19,6.885,6.135,6.039,5.999
1990-07-20,6.885,6.135,6.039,5.999
1990-07-23,6.931,6.118,6.009,5.965
1990-07-24,6.931,6.118,6.009,5.965
1990-07-25,6.931,6.118,6.009,5.965
1990-07-26,6.931,6.118,6.009,5.965
1990-07-27,6.931,6.118,6.009,5.965
1990-07-30,7.034,6.079,6.093,6.212
1990-07-31,6.931,6.08,6.078,6.1
1990-08-01,6.931,6.08,6.078,6.1
1990-08-02,6.931,6.08,6.078,6.1
1990-08-03,6.931,6.08,6.078,6.1
1990-08-06,6.917,6.101,6.082,6.083
1990-08-07,6.917,6.101,6.082,6.083
1990-08-08,6.917,6.101,6.082,6.083
1990-08-09,6.917,6.101,6.082,6.083
1990-08-10,6.917,6.101,6.082,6.083
1990-08-13,7.1,6.219,6.186,6.18
1990-08-14,7.1,6.219,6.186,6.18
1990-08-15,7.1,6.219,6.186,6.18
1990-08-16,7.1,6.219,6.186,6.18
1990-08-17,7.1,6.219,6.186,6.18
1990-08-20,7.251,6.296,6.325,6.366
1990-08-21,7.251,6.296,6.325,6.366
1990-08-22,7.251,6.296,6.325,6.366
1990-08-23,7.251,6.296,6.325,6.366
1990-08-24,7.251,6.296,6.325,6.366
1990-08-27,7.383,6.541,6.457,6.453
1990-08-28,7.383,6.541,6.457,6.453
1990-08-29,7.383,6.541,6.457,6.453
1990-08-30,7.383,6.541,6.457,6.453
1990-08-31,7.38,6.566,6.484,6.484
1990-09-03,7.285,6.519,6.514,6.544
1990-09-04,7.285,6.519,6.514,6.544
1990-09-05,7.285,6.519,6.514,6.544
1990-09-06,7.285,6.519,6.514,6.544
1990-09-07,7.285,6.519,6.514,6.544
1990-09-10,7.261,6.539,6.547,6.584
1990-09-11,7.261,6.539,6.547,6.584
1990-09-12,7.261,6.539,6.547,6.584
1990-09-13,7.261,6.539,6.547,6.584
1990-09-14,7.261,6.539,6.547,6.584
1990-09-17,7.281,6.551,6.548,6.633
1990-09-18,7.281,6.551,6.548,6.633
1990-09-19,7.281,6.551,6.548,6.633
1990-09-20,7.281,6.551,6.548,6.633
1990-09-21,7.281,6.551,6.548,6.633
1990-09-24,7.299,6.591,6.527,6.51
1990-09-25,7.299,6.591,6.527,6.51
1990-09-26,7.299,6.591,6.527,6.51
1990-09-27,7.299,6.591,6.527,6.51
1990-09-28,7.071,6.555,6.509,6.491
1990-10-01,7.088,6.545,6.503,6.498
1990-10-02,7.088,6.545,6.503,6.498
1990-10-03,7.088,6.545,6.503,6.498
1990-10-04,7.088,6.545,6.503,6.498
1990-10-05,7.088,6.545,6.503,6.498
1990-10-08,7.156,6.572,6.486,6.498
1990-10-09,7.156,6.572,6.486,6.498
1990-10-10,7.156,6.572,6.486,6.498
1990-10-11,7.156,6.572,6.486,6.498
1990-10-12,7.156,6.572,6.486,6.498
1990-10-15,6.967,6.589,6.519,6.486
1990-10-16,6.967,6.589,6.519,6.486
1990-10-17,6.967,6.589,6.519,6.486
1990-10-18,6.967,6.589,6.519,6.486
1990-10-19,6.967,6.589,6.519,6.486
1990-10-22,6.982,6.522,6.547,6.576
1990-10-23,6.982,6.522,6.547,6.576
1990-10-24,6.982,6.522,6.547,6.576
1990-10-25,6.982,6.522,6.547,6.576
1990-10-26,6.982,6.522,6.547,6.576
1990-10-29,7.02,6.552,6.493,6.475
1990-10-30,7.02,6.552,6.493,6.475
1990-10-31,6.983,6.553,6.491,6.463
1990-11-01,6.983,6.553,6.491,6.463
1990-11-02,6.983,6.553,6.491,6.463
1990-11-05,7.284,6.525,6.515,6.556
1990-11-06,7.284,6.525,6.515,6.556
1990-11-07,7.284,6.525,6.515,6.556
1990-11-08,7.284,6.525,6.515,6.556
1990-11-09,7.284,6.525,6.515,6.556
1990-11-12,7.231,6.522,6.561,6.617
1990-11-13,7.231,6.522,6.561,6.617
1990-11-14,7.231,6.522,6.561,6.617
1990-11-15,7.231,6.522,6.561,6.617
1990-11-16,7.231,6.522,6.561,6.617
1990-11-19,7.277,6.6,6.557,6.546
1990-11-20,7.277,6.6,6.557,6.546
1990-11-21,7.277,6.6,6.557,6.546
1990-11-22,7.277,6.6,6.557,6.546
1990-11-23,7.277,6.6,6.557,6.546
1990-11-26,7.281,6.627,6.549,6.52
1990-11-27,7.281,6.627,6.549,6.52
1990-11-28,7.281,6.627,6.549,6.52
1990-11-29,7.281,6.627,6.549,6.52
1990-11-30,7.363,6.677,6.563,6.51
1990-12-03,7.43,6.696,6.563,6.533
1990-12-04,7.43,6.696,6.563,6.533
1990-12-05,7.43,6.696,6.563,6.533
1990-12-06,7.43,6.696,6.563,6.533
1990-12-07,7.43,6.696,6.563,6.533
1990-12-10,7.394,6.697,6.576,6.559
1990-12-11,7.394,6.697,6.576,6.559
1990-12-12,7.394,6.697,6.576,6.559
1990-12-13,7.394,6.697,6.576,6.559
1990-12-14,7.394,6.697,6.576,6.559
1990-12-17,7.453,6.709,6.624,6.601
1990-12-18,7.453,6.709,6.624,6.601
1990-12-19,7.453,6.709,6.624,6.601
1990-12-20,7.453,6.709,6.624,6.601
1990-12-21,7.453,6.709,6.624,6.601
1990-12-24,7.372,6.609,6.575,6.6
1990-12-25,7.372,6.609,6.575,6.6
1990-12-26,7.372,6.609,6.575,6.6
1990-12-27,7.372,6.609,6.575,6.6
1990-12-28,7.358,6.643,6.601,6.623
1990-12-31,7.358,6.643,6.601,6.623
1991-01-01,7.358,6.643,6.601,6.623
1991-01-02,7.358,6.643,6.601,6.623
1991-01-03,7.339,6.66,6.594,6.616
1991-01-04,7.339,6.66,6.594,6.616
1991-01-07,7.285,6.549,6.537,6.55
1991-01-08,7.285,6.549,6.537,6.55
1991-01-09,7.285,6.549,6.537,6.55
1991-01-10,7.285,6.549,6.537,6.55
1991-01-11,7.285,6.549,6.537,6.55
1991-01-14,7.113,6.53,6.524,6.531
1991-01-15,7.113,6.53,6.524,6.531
1991-01-16,7.113,6.53,6.524,6.531
1991-01-17,7.113,6.53,6.524,6.531
1991-01-18,7.113,6.53,6.524,6.531
1991-01-21,6.956,6.424,6.528,6.593
1991-01-22,6.956,6.424,6.528,6.593
1991-01-23,6.956,6.424,6.528,6.593
1991-01-24,6.956,6.424,6.528,6.593
1991-01-25,6.956,6.424,6.528,6.593
1991-01-28,6.947,6.383,6.413,6.457
1991-01-29,6.947,6.383,6.413,6.457
1991-01-30,6.947,6.383,6.413,6.457
1991-01-31,6.952,6.402,6.415,6.438
1991-02-01,6.952,6.402,6.415,6.438
1991-02-04,6.906,6.397,6.402,6.42
1991-02-05,6.906,6.397,6.402,6.42
1991-02-06,6.906,6.397,6.402,6.42
1991-02-07,6.906,6.397,6.402,6.42
1991-02-08,6.906,6.397,6.402,6.42
1991-02-11,6.849,6.264,6.257,6.285
1991-02-12,6.849,6.264,6.257,6.285
1991-02-13,6.849,6.264,6.257,6.285
1991-02-14,6.849,6.264,6.257,6.285
1991-02-15,6.849,6.264,6.257,6.285
1991-02-18,6.735,6.138,6.154,6.216
1991-02-19,6.735,6.138,6.154,6.216
1991-02-20,6.735,6.138,6.154,6.216
1991-02-21,6.735,6.138,6.154,6.216
1991-02-22,6.735,6.138,6.154,6.216
1991-02-25,6.72,6.217,6.215,6.234
1991-02-26,6.72,6.217,6.215,6.234
1991-02-27,6.72,6.217,6.215,6.234
1991-02-28,6.925,6.271,6.221,6.237
1991-03-01,6.925,6.271,6.221,6.237
1991-03-04,6.943,6.26,6.24,6.277
1991-03-05,6.943,6.26,6.24,6.277
1991-03-06,6.943,6.26,6.24,6.277
1991-03-07,6.943,6.26,6.24,6.277
1991-03-08,6.943,6.26,6.24,6.277
1991-03-11,6.928,6.169,6.158,6.32
1991-03-12,6.928,6.169,6.158,6.32
1991-03-13,6.928,6.169,6.158,6.32
1991-03-14,6.928,6.169,6.158,6.32
1991-03-15,6.928,6.169,6.158,6.32
1991-03-18,6.963,6.203,6.159,6.235
1991-03-19,6.963,6.203,6.159,6.235
1991-03-20,6.963,6.203,6.159,6.235
1991-03-21,6.963,6.203,6.159,6.235
1991-03-22,6.963,6.203,6.159,6.235
1991-03-25,6.788,6.17,6.144,6.165
1991-03-26,6.788,6.17,6.144,6.165
1991-03-27,6.788,6.17,6.144,6.165
1991-03-28,6.702,6.185,6.155,6.152
1991-03-29,6.702,6.185,6.155,6.152
1991-04-01,6.702,6.185,6.155,6.152
1991-04-02,6.691,6.198,6.15,6.131
1991-04-03,6.691,6.198,6.15,6.131
1991-04-04,6.691,6.198,6.15,6.131
1991-04-05,6.691,6.198,6.15,6.131
1991-04-08,6.69,6.152,6.028,5.967
1991-04-09,6.69,6.152,6.028,5.967
1991-04-10,6.69,6.152,6.028,5.967
1991-04-11,6.69,6.152,6.028,5.967
1991-04-12,6.69,6.152,6.028,5.967
1991-04-15,6.579,6.011,5.965,5.948
1991-04-16,6.579,6.011,5.965,5.948
1991-04-17,6.579,6.011,5.965,5.948
1991-04-18,6.579,6.011,5.965,5.948
1991-04-19,6.579,6.011,5.965,5.948
1991-04-22,6.756,6.042,5.951,5.931
1991-04-23,6.756,6.042,5.951,5.931
1991-04-24,6.756,6.042,5.951,5.931
1991-04-25,6.756,6.042,5.951,5.931
1991-04-26,6.756,6.042,5.951,5.931
1991-04-29,6.769,6.135,6.015,5.96
1991-04-30,6.851,6.146,6.016,5.961
1991-05-01,6.851,6.146,6.016,5.961
1991-05-02,6.851,6.146,6.016,5.961
1991-05-03,6.851,6.146,6.016,5.961
1991-05-06,6.792,6.127,6.034,6
1991-05-07,6.792,6.127,6.034,6
1991-05-08,6.792,6.127,6.034,6
1991-05-09,6.792,6.127,6.034,6
1991-05-10,6.792,6.127,6.034,6
1991-05-13,6.823,6.09,5.979,5.934
1991-05-14,6.823,6.09,5.979,5.934
1991-05-15,6.823,6.09,5.979,5.934
1991-05-16,6.823,6.09,5.979,5.934
1991-05-17,6.823,6.09,5.979,5.934
1991-05-20,6.823,6.09,5.979,5.934
1991-05-21,6.738,6.073,5.85,5.738
1991-05-22,6.738,6.073,5.85,5.738
1991-05-23,6.738,6.073,5.85,5.738
1991-05-24,6.738,6.073,5.85,5.738
1991-05-27,6.681,5.99,5.86,5.821
1991-05-28,6.681,5.99,5.86,5.821
1991-05-29,6.681,5.99,5.86,5.821
1991-05-30,6.681,5.99,5.86,5.821
1991-05-31,6.61,5.844,5.813,5.838
1991-06-03,6.583,5.842,5.791,5.824
1991-06-04,6.583,5.842,5.791,5.824
1991-06-05,6.583,5.842,5.791,5.824
1991-06-06,6.583,5.842,5.791,5.824
1991-06-07,6.583,5.842,5.791,5.824
1991-06-10,6.605,5.934,5.814,5.768
1991-06-11,6.605,5.934,5.814,5.768
1991-06-12,6.605,5.934,5.814,5.768
1991-06-13,6.605,5.934,5.814,5.768
1991-06-14,6.605,5.934,5.814,5.768
1991-06-17,6.837,5.91,5.821,5.845
1991-06-18,6.837,5.91,5.821,5.845
1991-06-19,6.837,5.91,5.821,5.845
1991-06-20,6.837,5.91,5.821,5.845
1991-06-21,6.837,5.91,5.821,5.845
1991-06-24,6.702,5.973,5.953,5.973
1991-06-25,6.702,5.973,5.953,5.973
1991-06-26,6.702,5.973,5.953,5.973
1991-06-27,6.702,5.973,5.953,5.973
1991-06-28,6.753,5.964,5.971,6.015
1991-07-01,6.759,5.929,5.96,6.044
1991-07-02,6.759,5.929,5.96,6.044
1991-07-03,6.759,5.929,5.96,6.044
1991-07-04,6.759,5.929,5.96,6.044
1991-07-05,6.759,5.929,5.96,6.044
1991-07-08,6.606,5.971,6.001,6.045
1991-07-09,6.606,5.971,6.001,6.045
1991-07-10,6.606,5.971,6.001,6.045
1991-07-11,6.606,5.971,6.001,6.045
1991-07-12,6.606,5.971,6.001,6.045
1991-07-15,6.575,6.034,5.99,5.98
1991-07-16,6.575,6.034,5.99,5.98
1991-07-17,6.575,6.034,5.99,5.98
1991-07-18,6.575,6.034,5.99,5.98
1991-07-19,6.575,6.034,5.99,5.98
1991-07-22,6.778,6.086,5.97,5.932
1991-07-23,6.778,6.086,5.97,5.932
1991-07-24,6.778,6.086,5.97,5.932
1991-07-25,6.778,6.086,5.97,5.932
1991-07-26,6.778,6.086,5.97,5.932
1991-07-29,6.788,6.121,6.011,5.972
1991-07-30,6.788,6.121,6.011,5.972
1991-07-31,6.695,6.123,5.996,5.941
1991-08-01,6.695,6.123,5.996,5.941
1991-08-02,6.695,6.123,5.996,5.941
1991-08-05,6.575,6.104,5.995,5.941
1991-08-06,6.575,6.104,5.995,5.941
1991-08-07,6.575,6.104,5.995,5.941
1991-08-08,6.575,6.104,5.995,5.941
1991-08-09,6.575,6.104,5.995,5.941
1991-08-12,6.665,6.214,6.071,6
1991-08-13,6.665,6.214,6.071,6
1991-08-14,6.665,6.214,6.071,6
1991-08-15,6.665,6.214,6.071,6
1991-08-16,6.665,6.214,6.071,6
1991-08-19,6.72,6.233,6.092,6.024
1991-08-20,6.72,6.233,6.092,6.024
1991-08-21,6.72,6.233,6.092,6.024
1991-08-22,6.72,6.233,6.092,6.024
1991-08-23,6.72,6.233,6.092,6.024
1991-08-26,6.772,6.253,6.32,6.413
1991-08-27,6.772,6.253,6.32,6.413
1991-08-28,6.772,6.253,6.32,6.413
1991-08-29,6.772,6.253,6.32,6.413
1991-08-30,6.775,6.248,6.107,6.036
1991-09-02,6.685,6.307,6.242,6.211
1991-09-03,6.685,6.307,6.242,6.211
1991-09-04,6.685,6.307,6.242,6.211
1991-09-05,6.685,6.307,6.242,6.211
1991-09-06,6.685,6.307,6.242,6.211
1991-09-09,6.723,6.303,6.317,6.338
1991-09-10,6.723,6.303,6.317,6.338
1991-09-11,6.723,6.303,6.317,6.338
1991-09-12,6.723,6.303,6.317,6.338
1991-09-13,6.723,6.303,6.317,6.338
1991-09-16,6.679,6.255,6.18,6.143
1991-09-17,6.679,6.255,6.18,6.143
1991-09-18,6.679,6.255,6.18,6.143
1991-09-19,6.679,6.255,6.18,6.143
1991-09-20,6.679,6.255,6.18,6.143
1991-09-23,6.685,6.226,6.076,6
1991-09-24,6.685,6.226,6.076,6
1991-09-25,6.685,6.226,6.076,6
1991-09-26,6.685,6.226,6.076,6
1991-09-27,6.685,6.226,6.076,6
1991-09-30,6.661,6.301,6.198,6.146
1991-10-01,6.661,6.301,6.198,6.146
1991-10-02,6.661,6.301,6.198,6.146
1991-10-03,6.661,6.301,6.198,6.146
1991-10-04,6.661,6.301,6.198,6.146
1991-10-07,6.856,6.381,6.273,6.22
1991-10-08,6.856,6.381,6.273,6.22
1991-10-09,6.856,6.381,6.273,6.22
1991-10-10,6.856,6.381,6.273,6.22
1991-10-11,6.856,6.381,6.273,6.22
1991-10-14,6.853,6.394,6.26,6.193
1991-10-15,6.853,6.394,6.26,6.193
1991-10-16,6.853,6.394,6.26,6.193
1991-10-17,6.853,6.394,6.26,6.193
1991-10-18,6.853,6.394,6.26,6.193
1991-10-21,6.865,6.424,6.319,6.266
1991-10-22,6.865,6.424,6.319,6.266
1991-10-23,6.865,6.424,6.319,6.266
1991-10-24,6.865,6.424,6.319,6.266
1991-10-25,6.865,6.424,6.319,6.266
1991-10-28,7.138,6.739,6.615,6.552
1991-10-29,7.138,6.739,6.615,6.552
1991-10-30,7.26,6.88,6.698,6.384
1991-10-31,7.26,6.88,6.698,6.384
1991-11-01,7.26,6.88,6.698,6.384
1991-11-04,7.16,6.814,6.726,6.683
1991-11-05,7.16,6.814,6.726,6.683
1991-11-06,7.16,6.814,6.726,6.683
1991-11-07,7.16,6.814,6.726,6.683
1991-11-08,7.16,6.814,6.726,6.683
1991-11-11,7.411,6.798,6.668,6.679
1991-11-12,7.411,6.798,6.668,6.679
1991-11-13,7.411,6.798,6.668,6.679
1991-11-14,7.411,6.798,6.668,6.679
1991-11-15,7.411,6.798,6.668,6.679
1991-11-18,7.171,6.647,6.506,6.488
1991-11-19,7.171,6.647,6.506,6.488
1991-11-20,7.171,6.647,6.506,6.488
1991-11-21,7.171,6.647,6.506,6.488
1991-11-22,7.171,6.647,6.506,6.488
1991-11-25,7.068,6.678,6.627,6.608
1991-11-26,7.068,6.678,6.627,6.608
1991-11-27,7.068,6.678,6.627,6.608
1991-11-28,7.068,6.678,6.627,6.608
1991-11-29,7.056,6.653,6.637,6.67
1991-12-02,7.1,6.7,6.603,6.649
1991-12-03,7.1,6.7,6.603,6.649
1991-12-04,7.1,6.7,6.603,6.649
1991-12-05,7.1,6.7,6.603,6.649
1991-12-06,7.1,6.7,6.603,6.649
1991-12-09,7.055,6.592,6.617,6.809
1991-12-10,7.055,6.592,6.617,6.809
1991-12-11,7.055,6.592,6.617,6.809
1991-12-12,7.055,6.592,6.617,6.809
1991-12-13,7.055,6.592,6.617,6.809
1991-12-16,6.887,6.388,6.497,6.685
1991-12-17,6.887,6.388,6.497,6.685
1991-12-18,6.887,6.388,6.497,6.685
1991-12-19,6.887,6.388,6.497,6.685
1991-12-20,6.887,6.388,6.497,6.685
1991-12-23,6.747,6.363,6.418,6.47
1991-12-24,6.747,6.363,6.418,6.47
1991-12-25,6.747,6.363,6.418,6.47
1991-12-26,6.747,6.363,6.418,6.47
1991-12-27,6.747,6.363,6.418,6.47
1991-12-30,6.62,6.292,6.379,6.445
1991-12-31,6.578,6.35,6.37,6.382
1992-01-01,6.578,6.35,6.37,6.382
1992-01-02,6.578,6.35,6.37,6.382
1992-01-03,6.578,6.35,6.37,6.382
1992-01-06,6.643,6.352,6.311,6.291
1992-01-07,6.643,6.352,6.311,6.291
1992-01-08,6.643,6.352,6.311,6.291
1992-01-09,6.643,6.352,6.311,6.291
1992-01-10,6.643,6.352,6.311,6.291
1992-01-13,6.373,6.15,6.185,6.208
1992-01-14,6.373,6.15,6.185,6.208
1992-01-15,6.373,6.15,6.185,6.208
1992-01-16,6.373,6.15,6.185,6.208
1992-01-17,6.373,6.15,6.185,6.208
1992-01-20,6.45,6.12,6.212,6.273
1992-01-21,6.45,6.12,6.212,6.273
1992-01-22,6.45,6.12,6.212,6.273
1992-01-23,6.45,6.12,6.212,6.273
1992-01-24,6.45,6.12,6.212,6.273
1992-01-27,6.588,6.111,6.119,6.181
1992-01-28,6.588,6.111,6.119,6.181
1992-01-29,6.588,6.111,6.119,6.181
1992-01-30,6.588,6.111,6.119,6.181
1992-01-31,6.627,6.143,6.175,6.214
1992-02-03,6.569,6.149,6.171,6.2
1992-02-04,6.569,6.149,6.171,6.2
1992-02-05,6.569,6.149,6.171,6.2
1992-02-06,6.569,6.149,6.171,6.2
1992-02-07,6.569,6.149,6.171,6.2
1992-02-10,6.582,6.056,5.996,6.005
1992-02-11,6.582,6.056,5.996,6.005
1992-02-12,6.582,6.056,5.996,6.005
1992-02-13,6.582,6.056,5.996,6.005
1992-02-14,6.582,6.056,5.996,6.005
1992-02-17,6.622,6.115,6.14,6.189
1992-02-18,6.622,6.115,6.14,6.189
1992-02-19,6.622,6.115,6.14,6.189
1992-02-20,6.622,6.115,6.14,6.189
1992-02-21,6.622,6.115,6.14,6.189
1992-02-24,6.718,6.172,6.091,6.094
1992-02-25,6.718,6.172,6.091,6.094
1992-02-26,6.718,6.172,6.091,6.094
1992-02-27,6.718,6.172,6.091,6.094
1992-02-28,6.697,6.222,6.132,6.099
1992-03-02,6.709,6.217,6.161,6.156
1992-03-03,6.709,6.217,6.161,6.156
1992-03-04,6.709,6.217,6.161,6.156
1992-03-05,6.709,6.217,6.161,6.156
1992-03-06,6.709,6.217,6.161,6.156
1992-03-09,6.668,6.293,6.263,6.25
1992-03-10,6.668,6.293,6.263,6.25
1992-03-11,6.668,6.293,6.263,6.25
1992-03-12,6.668,6.293,6.263,6.25
1992-03-13,6.668,6.293,6.263,6.25
1992-03-16,6.811,6.382,6.328,6.306
1992-03-17,6.811,6.382,6.328,6.306
1992-03-18,6.811,6.382,6.328,6.306
1992-03-19,6.811,6.382,6.328,6.306
1992-03-20,6.811,6.382,6.328,6.306
1992-03-23,6.797,6.401,6.426,6.447
1992-03-24,6.797,6.401,6.426,6.447
1992-03-25,6.797,6.401,6.426,6.447
1992-03-26,6.797,6.401,6.426,6.447
1992-03-27,6.797,6.401,6.426,6.447
1992-03-30,6.938,6.546,6.676,6.762
1992-03-31,6.938,6.546,6.676,6.762
1992-04-01,6.938,6.546,6.676,6.762
1992-04-02,6.938,6.546,6.676,6.762
1992-04-03,6.938,6.546,6.676,6.762
1992-04-06,7.198,6.665,6.647,6.653
1992-04-07,7.198,6.665,6.647,6.653
1992-04-08,7.198,6.665,6.647,6.653
1992-04-09,7.198,6.665,6.647,6.653
1992-04-10,7.198,6.665,6.647,6.653
1992-04-13,7.2,6.658,6.477,6.386
1992-04-14,7.2,6.658,6.477,6.386
1992-04-15,7.2,6.658,6.477,6.386
1992-04-16,7.2,6.658,6.477,6.386
1992-04-17,7.2,6.658,6.477,6.386
1992-04-20,7.2,6.658,6.477,6.386
1992-04-21,7.185,6.599,6.474,6.418
1992-04-22,7.185,6.599,6.474,6.418
1992-04-23,7.185,6.599,6.474,6.418
1992-04-24,7.185,6.599,6.474,6.418
1992-04-27,7.125,6.617,6.578,6.565
1992-04-28,7.125,6.617,6.578,6.565
1992-04-29,7.125,6.617,6.578,6.565
1992-04-30,7.228,6.639,6.545,6.503
1992-05-01,7.228,6.639,6.545,6.503
1992-05-04,7.38,6.63,6.558,6.592
1992-05-05,7.38,6.63,6.558,6.592
1992-05-06,7.38,6.63,6.558,6.592
1992-05-07,7.38,6.63,6.558,6.592
1992-05-08,7.38,6.63,6.558,6.592
1992-05-11,7.274,6.587,6.494,6.462
1992-05-12,7.274,6.587,6.494,6.462
1992-05-13,7.274,6.587,6.494,6.462
1992-05-14,7.274,6.587,6.494,6.462
1992-05-15,7.274,6.587,6.494,6.462
1992-05-18,7.217,6.708,6.634,6.6
1992-05-19,7.217,6.708,6.634,6.6
1992-05-20,7.217,6.708,6.634,6.6
1992-05-21,7.217,6.708,6.634,6.6
1992-05-22,7.217,6.708,6.634,6.6
1992-05-25,7.325,6.781,6.793,6.819
1992-05-26,7.325,6.781,6.793,6.819
1992-05-27,7.325,6.781,6.793,6.819
1992-05-28,7.325,6.781,6.793,6.819
1992-05-29,7.522,6.828,6.861,6.93
1992-06-01,7.633,6.811,6.87,6.889
1992-06-02,7.633,6.811,6.87,6.889
1992-06-03,7.633,6.811,6.87,6.889
1992-06-04,7.633,6.811,6.87,6.889
1992-06-05,7.633,6.811,6.87,6.889
1992-06-08,7.633,6.811,6.87,6.889
1992-06-09,7.728,6.927,6.785,6.87
1992-06-10,7.728,6.927,6.785,6.87
1992-06-11,7.728,6.927,6.785,6.87
1992-06-12,7.728,6.927,6.785,6.87
1992-06-15,7.731,6.968,6.855,6.856
1992-06-16,7.731,6.968,6.855,6.856
1992-06-17,7.731,6.968,6.855,6.856
1992-06-18,7.731,6.968,6.855,6.856
1992-06-19,7.731,6.968,6.855,6.856
1992-06-22,7.659,6.949,6.843,6.802
1992-06-23,7.659,6.949,6.843,6.802
1992-06-24,7.659,6.949,6.843,6.802
1992-06-25,7.659,6.949,6.843,6.802
1992-06-26,7.659,6.949,6.843,6.802
1992-06-29,7.641,7.062,6.943,6.888
1992-06-30,7.622,7.048,6.924,6.865
1992-07-01,7.622,7.048,6.924,6.865
1992-07-02,7.622,7.048,6.924,6.865
1992-07-03,7.622,7.048,6.924,6.865
1992-07-06,7.673,7.017,6.85,6.77
1992-07-07,7.673,7.017,6.85,6.77
1992-07-08,7.673,7.017,6.85,6.77
1992-07-09,7.673,7.017,6.85,6.77
1992-07-10,7.673,7.017,6.85,6.77
1992-07-13,7.571,6.983,6.895,6.854
1992-07-14,7.571,6.983,6.895,6.854
1992-07-15,7.571,6.983,6.895,6.854
1992-07-16,7.571,6.983,6.895,6.854
1992-07-17,7.571,6.983,6.895,6.854
1992-07-20,7.614,7.011,6.963,6.954
1992-07-21,7.614,7.011,6.963,6.954
1992-07-22,7.614,7.011,6.963,6.954
1992-07-23,7.614,7.011,6.963,6.954
1992-07-24,7.614,7.011,6.963,6.954
1992-07-27,7.633,7.024,6.917,6.876
1992-07-28,7.633,7.024,6.917,6.876
1992-07-29,7.633,7.024,6.917,6.876
1992-07-30,7.633,7.024,6.917,6.876
1992-07-31,7.65,7.048,6.867,6.778
1992-08-03,7.586,7.031,6.894,6.845
1992-08-04,7.586,7.031,6.894,6.845
1992-08-05,7.586,7.031,6.894,6.845
1992-08-06,7.586,7.031,6.894,6.845
1992-08-07,7.586,7.031,6.894,6.845
1992-08-10,7.372,6.955,6.885,6.853
1992-08-11,7.372,6.955,6.885,6.853
1992-08-12,7.372,6.955,6.885,6.853
1992-08-13,7.372,6.955,6.885,6.853
1992-08-14,7.372,6.955,6.885,6.853
1992-08-17,7.478,7.056,6.915,6.845
